inputs,summaries
"MicrosoftHelps Something weird is going on with my PC. Quite often I shut down my pc, but when I switch it on again, the programs are still active as if I have put it in sleep mode instead. When that happens the Start button isnt working any more. Cant find out whats wrong. <BR> Hi, Alexander. Lets work on this. Which version of Windows do you have? Have you made any recent changes prior to the issue? Can you also send a short video clip of the actual issue? <BR> MicrosoftHelps Win10 x64 Cumulative update v1709 for amd64 systems KB4048955, Adobe Flash update KB4048951 and Visual C update KB2467173. Not aware of recent changes and a video would just show me clicking on a Start button doing nothing. <BR> MicrosoftHelps Build 16299.64 <BR> MicrosoftHelps Only thing I did see and might have something to do with this or not is a white stripe of 1 pixel on the sides of for instance firefox on full screen and sometimes vlc player disappears in the upper left corner instead of going full screen. Cant reproduce that at the moment <BR> MicrosoftHelps Clicking on restart does not solve the problem. I really have to freshly restart the computer when this happens in order to get the Start button functioning again. That makes it annoying when after a restart it turns out that it did not really restart. Now its working of course <BR> We understand your point. Weve found some workarounds to help you troubleshoot Start menu issues in Windows 10. Check this out <LINK> <BR> MicrosoftHelps Thanks, I just installed Win10 2 months ago and took me days. Dont feel like trying that. When shutting down I did get a few times a mentioning about 1 app that was being closed down and that took ages. <BR> MicrosoftHelps Task Host Window MicrosoftWindowsPlug and PlayDevice Install Reboot Required. Except for my mouse and keyboard I have nothing connected to my pc. <BR> Got it. For better assistance and support, we suggest contacting our Answer Desk team here <LINK> <BR> MicrosoftHelps Thanks! Ill give that a try. <BR> Youre welcome! Let us know if you need anything else. <BR>",Customer having an issue with PC which automatically shut down often. Agent updated to send the Windows version and the short video clip of the actual issue and informed to contact Answer Desk Team by providing the URL.
"AmericanAir San AntonioActive Service Member.very young man, overweight bagno money.330am NOT ONE STAFF MEMBER offered helped <BR> AmericanAir Young man was exasperated not knowing what to do. Me amp another lady went to numerous agents fhelp. did I say this was at 330AM ? <BR> AmericanAir We were going to split the overweight charge for this stranded young man but YOU wouldnt take two credit cards YOU wouldnt take cash <BR> AmericanAir Other lady had flight to catch she gave me 50 in cash and I paid the 200 on my card so this young man could go home to see his family <BR> AmericanAir 200 so that a young soldier could go home. Not one apology not one kind word from NOT ONE American Airline employee disgraceful <BR> AmericanAir Its not as if 200 is nothing to meBut if he were my child I would hope someone would step upI certainly wouldve expect AA to be kinder <BR> Wed like to take a closer look at this. Please DM the number next to the baggage charge or have the customer reach out to us directly. <BR> AmericanAir 127587American Airlines Staff at San Antonio did nothing to assist a young active military man with overweight bag feeheartbreaking <BR> AmericanAir Paid his 200 fee supplied AA with info they requested AA says sorry bout your luck Rude staff must be acceptable but gladly took my <BR> We help our military by providing three bags, up to 50 lbs each, at no charge when on personal travel. Overweight charges would apply. <BR> AmericanAir This young man had lrg duffel bag amp back pack.He was in distress bcuz he couldnt shift enough to his pack.200 charge NO HELP from ur staff <BR>",Customer complaining about the AmericanAir service. Agent updated the customer to  DM the number next to the baggage charge or can reach out directly.
" Please solve my Problem. I think why To Purchase From Amazon ? Purchase Product Or Headache From Amazon? <BR> Sorry to know that. Could you please let us know what went more wrong? Well definitely look into it. PS <BR> AmazonHelp 4October I purchase motog5s plus That manufacturing Folt. Dust in Camera. So Return pickup. But Amazon Man Come 3rd Time Without Receapt. <BR> AmazonHelp Costmurcar person no Proper ReplyMy Order 4056829914837231 <BR> AmazonHelp 4.40PM. Your return pickup for 40568299148372315 has been scheduled for 14Oct between 1000AM100PM. <BR> AmazonHelp 6.03pmYour return pickup for Moto G5s Plus Blush G. could not be done due to courier network issue. Reattempt by end of next working day. <BR> AmazonHelp Which is right MSG ? What I Can Do? <BR> we consider it personal information. Our Twitter page is public. 33 SK <BR> Apologies for the trouble. I understand that this is frustrating. Request you to share the order details 13 SK <BR> here <LINK> and well get this sorted. Also, Please dont provide your order details, 23 SK <BR>",Customer is complaining to amazon about the motog5s plus phone where the dust in camera. Agent request to share the order details.
 do you all realize by outsourcing your call centers and messing with drivers pay it makes you look like you dont care for drivers like me! <BR> Were so sorry about that! Can you please send us a DM with your email address and additional details so we can assist? <BR> UberSupport Your going to give me the same excuse the call center has! You all dont care Im thinking of not being an uber driver no more! <BR> Were so sorry about that! Please confirm your email address or phone number so we can further assist. <BR> UberSupport 6174649622 just give me my money that i worked for and so i can finish getting that ouke oder out my car for the sake of my children that i have to drive to school and etc and my elderly nieghbors i drive to appointments and etc. I need my today not later! <BR> UberSupport You all dont care instant pay should be instant pay not owe let me declime his money transfer and make him wait and hope he fogets about it so we as uber can screw him as a driver <BR> UberSupport oh <BR> UberSupport I believe uber is trying to keep my pay and claim its being sent to my account and its really not i got 2 kids and i just found a few minutes ago from my wife i got a 3rd child on the way! <BR> It seems a member of our team has reached out to you. Please check your email and follow up with them there. <BR> UberSupport They are no help an it figires your no help either <BR>,Customer is complaining that he hasn't received his payments which had to be the instant pay. Agent requests for the email address and phone number for further assistance. Also states to check the mail and follow up with the team reached out to him.
" worst experience with amazon till date <BR> Im sorry about the unpleasant experience. Could you please let us know what went wrong so we can help you? GD <BR> AmazonHelp i have ordered using amazon pay balance for first time and cash back of 20is not credidted to account since 15days <BR> AmazonHelp also Variety of information given by Customer service about single offer which to trust <BR> I apologize for any confusion, wed like to check this and help. Please share your details here <LINK> and well reach out to you accordingly. MD <BR> AmazonHelp sent to the link provided by u <BR> Thanks for the confirmation. Our team will check all the details and reach out to you soon. PR <BR> AmazonHelp how long already 24hrs over. <BR> Thats strange, Akarsh. Could you check here <LINK> and let us know If youve received any email correspondence from the social media team regarding the issue? NK <BR>",Customer enquired about cash back of 20% not return from Amazon. Agent updated that the Team will get back and asked the customer to check the email corresponds to it.
"MicrosoftHelps We have MicrosoftFamily We have given our dd permission a minimum 4 times to login to certain websites, amp 1 <BR> MicrosoftHelps yet she still requires permission from one of us when she tries to view the website. Why? 2 <BR> Hi there! Lets investigate this for you. Which version of Windows do you have? Which type of account are you using? <BR> MicrosoftHelps We all have Windows 10. 2x adult <LINK> accounts, 2x child <LINK> accounts <BR> MicrosoftHelps It does same for both children. It appears that all the data websites require these days, affects the website name thats been authorised <BR> MicrosoftHelps This makes things extremely difficult, as even if authorised by parent account, the website still cannot be accessed. <BR> Thats strange. Were you able to access these websites before? Have you tried using a different web browser? <BR> MicrosoftHelps Only before we set up Microsoft Family <BR> Help is here. You can set the right limits for your child by following the steps here <LINK> <BR> Hi there! Is everything sorted now? Let us know should you need further assistance. <BR>",Customer is enquiring about the denied access to one of their family members when tried to view the website. Agent requests to try using different browser and states to set the right limits by following the steps from shared URL.
"Your Amazon Prime membership isnt worth it if your cut rate delivery service cant deliver the packages on time or correctly <BR> I am so sorry about your orders! Have you recently had a delivery late or delivered incorrectly? We want to help in any way possible! LS <BR> AmazonHelp So a whole day lost. and now we have a second package coming tomorrow, which might have the same problem. Cant go anywhere if your service is doing the delivery. Wouldnt be a problem with USPS, UPS, or Fedex. <BR> Wed like to look into this further. Please pass your order details to us here <LINK> RR <BR> AmazonHelp Info sent. Hopefully theres a solution for gated communities that doesnt require staying home all day waiting. <BR> I can confirm that we have received your information! We will review your information as soon as possible! LS <BR> AmazonHelp So Amazon. it happened again. Driver saw gate, didnt try to deliver. We were home. Now my wife is spending an hour with your chat server AGAIN, and well have to wait all day AGAIN for another delivery attempt. <BR> AmazonHelp Your homebrew delivery service really makes me want to order from someone else in the future. Such headaches compared to how your service worked in the past. So difficult to get a delivery now. <BR> AmazonHelp Used to be so simple. order everyday stuff, get home and it was on our doorstep, now its easier to go to the store than order from you. Dont think thats what you intended. <BR> Id like to have a member of our team investigate further into this matter with you. Will you please send us your details at your nearest convenience <LINK> <BR> AmazonHelp I did that last time, no one contacted me, but Ill send the info again. Considering cancelling my Prime service since I cant get deliveries. <BR> Weve received your information, we will reach out once weve had a chance to investigate. Thank you for your patience. LJ <BR>",Customer is complaining about the late arrival of the amazon prime packages. Agent updates to provide the details to the nearest convenience.
" 2 days back it said 650 why the sudden price increase plus its only 10 thats 650 rupees not 2000 plus y are u ripping Customers <LINK> <BR> you the lowest price, may result in fluctuations in our prices over time. NR 22 <BR> Pricing and offers are decision of the sellers. The constantly changing marketplace and our efforts to offer NR 12 <BR> AmazonHelp Hmmm okay but why when the official website sell it for 650 rupees you guys are sell them for rupees 2000 to 5000 is my question <BR> Thats strange. Ill be sure to pass on this to our concerned team internally for review. GD <BR> AmazonHelp The first pic is a screenshot from the official website n 2nd pic is from n 3rd is the 10 conversion in rupees <LINK> <BR> I understand your concern regarding pricing, Michael. Pricing and offers are decision of the sellers. 12 HD <BR> However, Ill pass along your feedback to the team concerned for review. 22 HD <BR> AmazonHelp Has the concerned team found why the seller has quoted such a high price when the website has quoted 10 650 rupees <BR> AmazonHelp checked a lot of other online shopping sites n all have it for 650 rupees only is the only site thats selling it for 2k to 5k <BR> Sorry for the trouble. We have forwarded your feedback to the concerned team internally. GU <BR> AmazonHelp Let me knw what they say ? <BR> The price that you see on the website is the best the seller is able to provide at this moment. 12 KA <BR> The feedback has been noted and shared internally. 22 KA <BR> AmazonHelp Just checked looks like u have fixed the mistake that ur catalog team made by putting wrong price but have u found out why they did it <LINK> <BR> I understand your concern, It could be due to a technical glitch or human error. BA <BR> Weve noted your comments and have forwarded your feedback internally. 22 BA <BR>",Customer is complaining about the sudden price increase. Agent informed the customer that the pricing and offers are the decision of the sellers and  also informed that he will pass the information to the concerned team.
"SpotifyCares hi! Ive had a problem with my Spotify for over a month now. The app for my phone keeps telling me Im offline. Please help me <BR> Hey there! Can you let us know your device, operating system, and Spotify version? Well see what we can suggest. <BR> SpotifyCares Sure. Im using the One Plus 2 with Android 6.0.1 and Spotify Version 8.4.21.508 armV7 <BR> SpotifyCares I used to have premium till it started to do that <BR> Got it. Does logging out and restarting your device help? Let us know how it goes RC <BR> SpotifyCares No tried it a dozen times. Even uninstall it and reinstalled it multiple times <BR> Thanks for letting us know. Does it happen over 3G4G, WiFi, or both? SY <BR> SpotifyCares Both. <BR> SpotifyCares I recently moved countries. Could that be the issue? <BR> Can you DM us your accounts username and email address? Well take a look backstage SY <LINK> <BR>",Customer is complaining that he cannot run the Spotify app in the background when using other apps even after restarting the phone. Agent requests for the email address along with the version details of Andoid and Spotify app.
"Morrisons So which stores in Central Scotland are stocking this ? Tried 3 stores in Edinburgh several times. Nada volcanicvindaloo <BR> 12 Morning! Sorry youve had difficulty picking it up! The curry is extremely popular and is almost literally flying off <BR> 22 the shelves! For the best chance of grabbing one, its best to go early in the morning. Hope this helps! Adam <BR> Morrisons So which stores in central Scotland? Tried 5 shops all early morning. volcanicvindaloo <BR> Oh, sorry about that! Can you let me know which stores it is that youve tried, please? Adam <BR> Morrisons Tried The Gyle, Granton, Ferry Road, Livingston and Bathgate <BR> Ive spoken to the Hunters Tryst store who have some stock, but the curries are sold on a first come fist served basis. Adam <BR> Morrisons Thanks Adam, I appreciate your help. <BR> No problem, sorry again for the difficulties youve had. Hope you have a lovely weekend Adam <BR>","Customer wants to know which store is central scotland as the gyle, granton, ferry road, livingston and bathgate are the five places where customer had tried to find. Agent informed the customer that they will inform the hunters and also informed that the curries are provided in first comes first serves order."
"Tesco Very concerned that this product can be sold to children,it is an aerosol can that has no age restriction in its purchase <LINK> <BR> Tesco It is an accident waiting to happen! As it almost did today,a group of silly kids purchased this from our local shop,please look in to this <BR> Hi Debbie. Im sorry. I understand your concerns. Can you DM me which store you saw this in and what time at so I can investigate? TY Alisha <BR> Tesco Thankyou for your reply,this spray was purchased from Tesco express store Holm Way,Southwold Bicester between 34pm today <BR> Tesco I have checked with the store and there is no prompt or age restriction connected to this item which I find pretty shocking <BR> Hi there Debbie, I can totally see your concern. Can you DM us your full name amp address so we can get this issue logged and reviewed? James <BR> Tesco I have messaged you James <BR> Hi Debbie. I have responded to your DM. Alisha. <BR>","Customer is concerned about the aerosol product which has no age restrictions. Agent is updating him to DM his full name & amp, address so that they can logged and reviewed."
"So my MyChoice scheduled delivery for November 2 didnt arrived, and was rescheduled to November 3 by EOD. I spent the day waiting. 1 <BR> At 800 p.m. I got an email from saying that MyChoice scheduled delivery was now rescheduled to Monday. No explanation, of course. 2 <BR> Note of course that I lost a day and a half of paid time off for that 3 <BR> So today I head home again to wait, nothing. Around 5 I get email from saying they tried to deliver but the business was closed! 3 <BR> Im not a business, my doorbell works, I was awake, door not even locked canada. I called, they said Id hear back by 7 pm. 4 <BR> To their credit a guy did just show up, but asked for help carrying the 140 lb box up the stairs? Good thing Ive been going to the gym? <BR> In conclusion, next time a business tries to ship me something with 115817, Im going to have to go elsewhere. <BR> Oh, and the drivers arent given phones so cant contact customers with any kind of update or ETA? That is terrible. <BR> Im sorry for the experience you went through. Can you DM me your tracking number please? AZ <LINK> <BR>",Customer is complaining about the delivery experience with mychoice. Agent shared an URL and requests to provide the tracking number.
"O2 As always on a preorderday, your abysmal website makes it impossible to complete order. 3 weeks wait now 6 weeks. Youve lost a customer <BR> Hi there, were sorry to hear that, our website is very busy at the moment. Did you manage to preorder in the end? <BR> O2 Now its saying theres going to be over 6 weeks wait for the device! <BR> An estimated delivery period would be given during the preorder process. Have you placed your order? <BR> O2 Not if I have to wait that long for the phone <BR> We recognise delays can be frustrating amp will Reward Your Patience <LINK> <BR> O2 Free Airtime doesnt mean much when the packages contain all of that Unlimited anyway? Or do you mean money offcredited money back? <BR> Airtime credit <BR>",Customer is not happy with the 6 weeks waiting time for its delivery once pre-ordering a device. Agent states that it is an estimated delivery time and will reward their patience with the airtime credit.
VirginTrains travelling home first class toilets closed as train busy coming down disabled passenger next to me cant walk 3 carriages <BR> Sorry to hear this Jane. Which service are you on? CB <BR> VirginTrains London to Liverpool 1307 first class not good <BR> Well certainly feed this back. Have you spoken with any of the onboard staff about this issue? Theyd be best placed to assist <BR> VirginTrains Yes and cant help next toilet 3 carriages away and she cant walk that far wasnt informed when assisted to her seat! ! <BR> i understand the frustration with this. The staff would do what they can to help CB <BR> VirginTrains No help offered unfortunately <BR> Well certainly feed this back CB <BR>,Customer is complaining that they weren't informed by the staff about the rest room for the disabled passenger which was 3 carriages away. Agent is about the response from the onboard staff about the issue and they would help accordingly.
"ATVIAssist this jimenez dude smh.whole team cheating but he loves those team kills.n points you reward for cheating? <LINK> <BR> Hackers kill all the fun of the game, Please continue to report cheaters via the ingame report system AN <BR> ATVIAssist Maybe.remove all location detail from game.even from teammates.bc they use info to cheat.sucks. <BR> ATVIAssist Yay.fkn shit is happening again.whole thing just one fat group cheating fuck session <LINK> <BR> ATVIAssist Maybe when you find cheaters.wipe their weapons amp levels to 0.and label them cheaters <BR> Rest assured, ingame reports will be reviewed by the studio and appropriate action will be taken. DL <BR> ATVIAssist Added to block list.bestcheater ive seen so far.mf can see the future or sum <LINK> <BR> Understood. Please report that player ingame. Thank you. DL <BR>",Customer is complaining that one whole team is cheating in the game. Agent is assuring that in-game reports will be reviewed  by the studio and appropriate action will be taken.
"AskeBay hi there, I have problem with my account keep log out automatically when I login my paypal at checkout. Is there a fix for this? <BR> Hi, can you elaborate for us? How are you accessing the site? Mobile or web browser? Have you tried linking your PayPal so you 12 <BR> dont need to log in each time? Let us know more when you can. Thanks SG 22 <BR> AskeBay Im using the ebay app on my phone. I have to log in paypal acc at checkout but whenever I tapped login. Its loading then logout by itself <BR> AskeBay So Im not being able to pay until now because of the problem. I did uninstall and reinstall the ebay app but the problem still exists. <BR> How are you accessing the mobile to the internet? Wifi or mobile data? When you say log out, are you being logged out of the 12 <BR> eBay App? Can you share a screenshot of the issue? Let us know, thanks SG 22 <BR> AskeBay Im using Wifi. Im being logged out from my ebay acc by itself after I tried to log in my paypal at checkout to make a payment. <BR> AskeBay I cant take a screenshot tho, cause it happened so quick at checkout that all i see was Im already at ebay home asking for login again <BR> OK, can I ask you to try turning off your wifi and try mobile data? What phone are you using? Let us know when you can. Thanks SG <BR> AskeBay I tried using mobile data just like you asked me just now but its still happening. Help me Its Samsung s6 edge anyway. <BR> Thanks for trying that step. It looks like we will need to escalate this to our tech team. DM us your full name, email, postal 12 <BR> code and eBay App version number raise this to our technical support. Let us know SG 22 <BR> AskeBay Done DM you. Please get to me asap as I need to pay for the item sooner. Thanks <BR> Thanks for providing that information. I have escalated to the tech team and will notify you once I get a response. Thanks SG <BR>",Customer is complaining that he is unable to make the payment by logging into paypal with both wifi/mobile data. Agent is requesting for the code and eBay app version number and escalated the issue to the tech team.
"comcastcares just trying to renew my contract, and after 1hr 9min, call was disconnected. is it possible to find out who i was speaking w? <BR> comcastcares Want to give him the credit for the new contract but I dont have his name or direct line <BR> Hello, Thank you for reaching out to us. We are able to look into renewing your plan. Please send us a DM with <BR> your full address for assistance. AC <BR> comcastcares I want to speak with the same person I was talking to. Is that possible? <BR> The only way to possibly get back in contact with the person who helped you is to call into an request the person. <BR> You may or may not be able to get back in touch with him or not. . AC <BR> comcastcares But Im asking for his name I dont know it. <BR> comcastcares Was hoping you could provide it <BR> In order to research this, Ill need your account information. Please send me a DM with your name, phone number, and address. EW <BR>","Customer wants to renew the contract and wants to speak with  same person  that he was spoke previously. Agent informed they will look into the renew plan and inform to send the account information, DM,phone number and address."
"Im at the bank. These bankers are standing around talking instead of helping us who are waiting. Thanks cant wait to switch <BR> Hello, this is never the experience we want our customers to have. sp <BR> Please send us the streetcityzip of the financial center location. Thank you. sp <BR> BofAHelp Well maybe we wouldnt have this problem if yall stopped charging fees <BR> We understand your frustration. az <BR> Please send the requested information so we may address it with the appropriate parties. Ty! az <LINK> <BR> BofAHelp You wont do anything. <BR> If you change your mind, please send the requested information as wed like to share with the appropriate parties. Ty! az <BR>",Customer is complaining about the bank staff who were wandering around instead of helping the customers. Agent requests for the location details of the bank to share it with appropriate parties for resolving the issue.
"Delta if my flight boards at 720 how early do I have to be there to check luggage I think I may be out of luck <BR> Hi, Stacy. You need to be at the airport at least 2 hours prior to departure. TJH <BR> Delta Delta Im on dL 2641 and Im going to miss my flight due to traffic can you help to get me rescheduled on the next flight? <BR> Ill be able to do confirm on DL2572, which is scheduled to leave a 900 AM for 75. TJH <BR> Delta Im still in stand still traffic and Im afraid I will miss that one too. Can you confirm on the next flight? The fee is fine <BR> Oh, no! There is one at 1000, 1121 or at 1227, which one would work better for you? TJH <BR> Delta I know . crazy.1121 is probably the safest bet the way this morning is going. Thank you for all of your help TJH! Delta always is so helpful <BR> Youre most welcome. Please DM your phone number. Id be glad to give you a call and set it up for you. TJH <BR> Delta I sent it . please let me know if you didnt get it. Thanks again <BR> Got it! TJH <BR>",Customer enquires about the Delta Flight timings reschedules. Agent updated all the timings of the Flight which is convenient for the customer.
" AmazonHelp waited in all day for my parcel to get this email. Next day delivery at its best I see. Absolutely fuming, what a waste of a day, I suppose Ive got to wait in all day tomorrow now! <LINK> <BR> Im so sorry to hear your delivery was not made today! Keep us posted if it does not arrive tomorrow. RO <BR> AmazonHelp Id much rather have an explanation as to how it failed? <BR> Happy to help, Xan! We dont have access to your account via Twitter. Please contact us by phone or chat and well be happy to research this closer for you <LINK> Please keep us posted! <BR> AmazonHelp Somebody emailed me, they marked it as high priority to be delivered today, its now saying its been delivered, I rang my mum, she said nobody has come to her door at all. Ive now sent another email. More fuming than yesterday now! <BR> Sorry to hear that. Can I ask if youve checked with your neighbours or any safe locations around the property?TI <BR> AmazonHelp Yes weve checked, they have said that the driver scanned the parcel and sometimes it comes up delivered when it hasnt. My mum is going out at 3 theyve promised it will be there. They will investigate it as it should have been delivered yesterday. <BR> Thank you for that information! Please keep us posted on the outcome! RO <BR>",Customer is enquiring about the delayed delivery and false email which states that the product is delivered. Agent requests to contact them by phone or chat and to check with the neighbours or any safe locations around the property.
"AirAsiaSupport <BR> Hi, how may we assist you today ? Ed <BR> AirAsiaSupport Hi, could you help me to check for this flight it is confirmed? As that day 18 November 2017 I bought the ticket alrdy but they email me said that the transaction is unsuccessful but the amount is deducted from my bank account. <BR> AirAsiaSupport Hi, could you help me to check for this flight it is confirmed? As that day 18 November 2017 I bought the ticket alrdy but they email me said that the transaction is unsuccessful but the amount is deducted from my bank account. <BR> Hi There, as we checked booking no found with the guest name and flights details. May we have the screenshot of the payment slip? <BR> AirAsiaSupport <LINK> <BR> AirAsiaSupport It mention unsuccessful but it hv deducted the amount from my account <BR> AirAsiaSupport So I nid to ask u did I hv success to buy my ticket? <BR> AirAsiaSupport My booking list got this flight ticket. <LINK> <BR> Hi There, booking number MQFTPX, payment have been posted and valid. itinerary sent. Thank you. Prabu <BR> AirAsiaSupport Just now I hv received the email regarding the confirmation of flight ticket. so thats mean u hv received the amount alrdy? <BR> AirAsiaSupport Ok thank you <BR> Yes, Elin. Booking is confirmed with payment. Make it a great day ThanksSha <BR> Yes, Elin. MQFTPX Booking is confirmed with payment. Make it a great day ThanksSha <BR> AirAsiaSupport Ok thank you <BR> Our pleasure, Elin. Take care and have a great day ahead! Amie <BR>",Customer is complaining about amount has been deducted from bank account but received the email  transaction is unsuccessful. Agent updated that booking is confirmed with payment.
" is this how u treat immigrants who trusted u with their funds. I see dis as u been racially abusing imigrants. ReleasemyFund <BR> Pls send us your full nameZIPphoneaccount type so our Social Care Team can help you. cr <BR> BofAHelp Name Muyiwa Dele Olatunde Zip30093 Phone 7703743799 Account Type Checking amp Savings <BR> Thanks for the info, our Social Care Team will follow up with you. cr <BR> BofAHelp Another promise! <BR> Hi Muyiwa. Thank you for speaking with us last night. We will research your account and follow up with you again today. Thanks! bc <BR> BofAHelp Thanks for the call, pls let me know if you need any information from me to help fast track ur research <BR> Thank you. bc <BR> BofAHelp Gud 2 know dat social media could help amp succeed where over 4mnths of patience several hrs of weekly calls amp branch visitation fails. <BR> BofAHelp Big thks 2 d social media team 4 ur prompt intervention amp resolution. <BR> Thank you for your feedback. We are glad we were able to help. Have a great day! bc <BR>",Customer is complaining that they are racially abusing migrants who trusted them with their funds. Agent request to provide full name/zip/phone#/account type so that the social care team can assist them.
" AmazonHelp can an Echo Plus act as an auxiliary speaker when viewing streaming content on my TV regardless if its Prime content or otherwise? <BR> Hi, are you referring to the Fire TV? If so, you can find more information about using Alexa with Fire TV devices here <LINK> <BR> AmazonHelp I have a Fire TV Stick Echo Dot but Im really wondering if the Echo Plus which I understand has a good speaker can be used as a TV output speaker while streaming content. Or does it only work while playing Alexacontrolled music? <BR> AmazonHelp The link you provided doesnt provide me the answer to my question thanks in advance for looking into this for me if you can. If not, no worries. <BR> Hey, if you have a moment please get in touch here <LINK> to get in touch with our Echo team.TI <BR> AmazonHelp That looks like your generic customer service page is that also your Echo teams contact site? Do they have a Twitter presence? <BR> Yes, it is our customer service page. However, when you get in touch you will be directed to the Echo team for assistance. JC. <BR> AmazonHelp Thank you for clarifying. Ill do that tomorrow over the phone. Have a good night! <BR> Hey! Glad we could be of service HS <BR>",Customer enquires that an echo plus act can work as a auxilary speaker when viewing streaming content. Agent updated him to get in touch with echo team for further assistance.
" sainsburys why remove the crosses from the church? I saw down the same is this PC gone mad? <LINK> <BR> Sorry Tas, were just looking into this for you, well get back to you as soon as weve got more info. Aisha <BR> sainsburys Ok just dont understand as can do it why cant sainsburys <LINK> <BR> Hi Tas. Were aware of this issue and are already in the process of correcting the image on the bottle. Corey <BR> sainsburys I hope so because its not just me youll be getting messages from! <BR> sainsburys I do hope sainsburys will issue a public apology for the photoshopped images used on the olive oil bottles. <BR> Were aware of this issue and are already in the process of correcting the image on the bottle. Steven <BR> sainsburys You didnt answer my question I do hope sainsburys will issue a public apology for the photoshopped images used on the olive oil bottles. <BR>",Customer is complaining why crosses has been removed from the church. Agent updated that he would aware of this issue and are already in process.
" Oh no, that is to long. Allow us to assist from here. What issue are you calling in about? JRA <BR> VerizonSupport All TVs pixelated. Audio as well. Cant get help <BR> Thank you for confirming. Next we would like to reboot the main terminal and main splitter. Do you know where the battery backup is? <BR> VerizonSupport Yes, in my crawl space <BR> VerizonSupport Yes in my crawl space. <BR> Great, it may be a poor coax connection at your main splitter impacting the signal. Can you locate your main coax splitter? JRA <LINK> <BR> VerizonSupport everything is tight. Inside and outside <BR> Apologies, reseat the connections as the copper may have developed some oxidation causing a poor connection. Reseating can resolve. JRA <BR> VerizonSupport At the splitter? <BR> VerizonSupport Tv also says inial download in progress, it takes a couple of minutes however it has been 2 hours. <BR> Yes, at the main splitter. Once you reseat the connections reboot the one that is downloading. JRA <BR> VerizonSupport Ok, will try. Not hopeful. <BR> If you still have the trouble after reseating the coax connections follow us and send a DM. JRA <BR>","Customer is explaining about the problem with his TV and the connections, also he states that the initial download is in progress from past 2 hours. Agent requests to reset the connections and reboot the downloading. Also he suggests to reply if the issue persists even after resetting the coax connections."
"Another 28 minutes wasted on the phone to AmazonHelp. 8 out of 10 orders this month not turned up next day. Every time we will make sure it doesnt happen again. Well not anymore it wont as not going to renew. Wasting my time amp money. <BR> Im sorry for the poor experience! To confirm, have we missed the delivery dates shown at checkout and confirmed via email? When you spoke with us, what options or insight were we able to offer? SB <BR> AmazonHelp Yes Im a prime member paying for the service and the delivery driver always lies and says delivery attempted. He says its because Amazon fine him for delivering late so its better for him to say he tried to deliver when he cant get round enough addresses. <LINK> <BR> AmazonHelp I have had someone in my house all day. No delivery attempted. I needthe delivery for tomorrow and now its not here and amazontheir delivery partner is fibbing about trying to deliver. This has happened 8 times. You offered 5 credit, its cost me more than that in phone calls. <BR> Id like a member of our team to look into this with you. Please fill in the details here <LINK> and we will be in touch. MT <BR> AmazonHelp Done. Dont want to be told we will do everything to make it not happen again as that has been proven to be rubbish <BR> AmazonHelp And still waiting despite it saying 12 hours response time and filling it in 20hrs ago. From bad to worse. <BR> Hi, I can confirm we have received your details and will contact you shortly.BZ <BR>",Customer complaining about the order that he has made in Amazon. Agent updated that to fill the form in the provided URL and their team member will look in to it.
"My Best Fans TMobileHelp via <LINK> <LINK> <BR> Awww! So honored to be your Twitter BFFs, Steven! But why that other guy on the list though? SoRaYi <BR> TMobileHelp Because ATampT requires more work.guess who switched from ATampT to TMobile and is loving the new service.DIS GUYYYY <BR> Sweet! WeLoveTmoCust YouRock lt3 LauriL <BR> TMobileHelp ATampT is too embarrassed to show up lmao <BR> LOL! We are thrilled to have you on TeamMagenta! PatrickUllmann <BR> TMobileHelp I need some TeamMagenta merch <BR> Check out <LINK> PatrickUllmann <BR>",Customer is telling  how T-mobile has the best service than AT&amp. Agent is happy to hear the response from the customer.
"Wow BofAHelp, you literally suck as a bank, cant even hold a conversation via twitter message. Id like my issue resolved by today so if you could respond like now, that would be great. shittyasscustomerservice terriblebank cantwaittoswitch <BR> We need to speak privately. You can contact us at 1.888.884.4950 247. <BR> If you would like a call, our hours of operation are 8am9pm ET MF and 1130am8pm ET Sat. sb <BR> BofAHelp I have messaged you guys directly thru twitter and I got a response and then you people stopped responding. So if you can reply to my message via twitter message that would be great. <BR> BofAHelp I will be switching banks next week. You guys have no consideration of your customers <BR> We want to keep your business, but to take any action on your account we need to speak with you by phone. sb <BR> I hope you understand this is for your account security. sb <BR> BofAHelp You needed to respond to me via message and you didnt do there for I will be leaving your shitty customer service bank. <BR> BofAHelp All you had to do was tell me that via message and you didnt. You guys left me waiting all day for a response and thats terrible service. <BR>",Customer is complaining about the not responding via twitter message. Agent informed the customer to call on private number so that they can take any action on account.
